,ds,y,unique_id
76,2011-04-15,182,0
77,2011-04-16,217,0
78,2011-04-17,246,0
79,2011-04-18,141,0
80,2011-04-19,169,0
81,2011-04-20,157,0
82,2011-04-21,183,0
83,2011-04-22,358,0
84,2011-04-23,452,0
85,2011-04-24,186,0
86,2011-04-25,121,0
87,2011-04-26,130,0
88,2011-04-27,114,0
89,2011-04-28,125,0
90,2011-04-29,188,0
91,2011-04-30,205,0
92,2011-05-01,209,0
93,2011-05-02,167,0
94,2011-05-03,215,0
95,2011-05-04,163,0
96,2011-05-05,185,0
97,2011-05-06,235,0
98,2011-05-07,272,0
99,2011-05-08,211,0
100,2011-05-09,175,0
101,2011-05-10,162,0
102,2011-05-11,135,0
103,2011-05-12,167,0
104,2011-05-13,179,0
105,2011-05-14,274,0
106,2011-05-15,204,0
107,2011-05-16,170,0
108,2011-05-17,158,0
109,2011-05-18,177,0
110,2011-05-19,121,0
111,2011-05-20,204,0
112,2011-05-21,178,0
113,2011-05-22,169,0
114,2011-05-23,112,0
115,2011-05-24,137,0
116,2011-05-25,134,0
117,2011-05-26,121,0
118,2011-05-27,178,0
119,2011-05-28,234,0
120,2011-05-29,217,0
121,2011-05-30,159,0
122,2011-05-31,147,0
123,2011-06-01,160,0
124,2011-06-02,167,0
125,2011-06-03,275,0
126,2011-06-04,224,0
127,2011-06-05,235,0
128,2011-06-06,202,0
129,2011-06-07,171,0
130,2011-06-08,159,0
131,2011-06-09,155,0
132,2011-06-10,189,0
133,2011-06-11,220,0
134,2011-06-12,255,0
135,2011-06-13,165,0
136,2011-06-14,178,0
137,2011-06-15,196,0
138,2011-06-16,180,0
139,2011-06-17,275,0
140,2011-06-18,258,0
141,2011-06-19,211,0
142,2011-06-20,172,0
143,2011-06-21,199,0
144,2011-06-22,209,0
145,2011-06-23,208,0
146,2011-06-24,330,0
147,2011-06-25,310,0
148,2011-06-26,235,0
149,2011-06-27,217,0
150,2011-06-28,167,0
151,2011-06-29,191,0
152,2011-06-30,168,0
153,2011-07-01,243,0
154,2011-07-02,278,0
155,2011-07-03,241,0
156,2011-07-04,154,0
157,2011-07-05,165,0
158,2011-07-06,181,0
159,2011-07-07,189,0
160,2011-07-08,202,0
161,2011-07-09,276,0
162,2011-07-10,294,0
163,2011-07-11,148,0
164,2011-07-12,162,0
165,2011-07-13,180,0
166,2011-07-14,172,0
167,2011-07-15,224,0
168,2011-07-16,297,0
169,2011-07-17,229,0
170,2011-07-18,167,0
171,2011-07-19,171,0
172,2011-07-20,166,0
173,2011-07-21,204,0
174,2011-07-22,285,0
175,2011-07-23,337,0
176,2011-07-24,217,0
177,2011-07-25,183,0
178,2011-07-26,208,0
179,2011-07-27,227,0
180,2011-07-28,194,0
181,2011-07-29,239,0
182,2011-07-30,270,0
183,2011-07-31,223,0
184,2011-08-01,132,0
185,2011-08-02,155,0
186,2011-08-03,169,0
187,2011-08-04,145,0
188,2011-08-05,222,0
189,2011-08-06,141,0
190,2011-08-07,222,0
191,2011-08-08,144,0
192,2011-08-09,162,0
193,2011-08-10,192,0
194,2011-08-11,195,0
195,2011-08-12,241,0
196,2011-08-13,302,0
197,2011-08-14,176,0
198,2011-08-15,117,0
199,2011-08-16,177,0
200,2011-08-17,168,0
201,2011-08-18,172,0
202,2011-08-19,216,0
203,2011-08-20,210,0
204,2011-08-21,225,0
205,2011-08-22,138,0
206,2011-08-23,115,0
207,2011-08-24,191,0
208,2011-08-25,178,0
209,2011-08-26,221,0
210,2011-08-27,277,0
211,2011-08-28,260,0
212,2011-08-29,162,0
213,2011-08-30,182,0
214,2011-08-31,178,0
215,2011-09-01,160,0
216,2011-09-02,233,0
217,2011-09-03,268,0
218,2011-09-04,223,0
219,2011-09-05,212,0
220,2011-09-06,149,0
221,2011-09-07,165,0
222,2011-09-08,199,0
223,2011-09-09,188,0
224,2011-09-10,219,0
225,2011-09-11,219,0
226,2011-09-12,145,0
227,2011-09-13,127,0
228,2011-09-14,152,0
229,2011-09-15,185,0
230,2011-09-16,205,0
231,2011-09-17,238,0
232,2011-09-18,238,0
233,2011-09-19,130,0
234,2011-09-20,119,0
235,2011-09-21,148,0
236,2011-09-22,162,0
237,2011-09-23,192,0
238,2011-09-24,221,0
239,2011-09-25,175,0
240,2011-09-26,128,0
241,2011-09-27,155,0
242,2011-09-28,125,0
243,2011-09-29,239,0
244,2011-09-30,271,0
245,2011-10-01,449,0
246,2011-10-02,252,0
247,2011-10-03,232,0
248,2011-10-04,170,0
249,2011-10-05,169,0
250,2011-10-06,198,0
251,2011-10-07,262,0
252,2011-10-08,298,0
253,2011-10-09,211,0
254,2011-10-10,197,0
255,2011-10-11,196,0
256,2011-10-12,159,0
257,2011-10-13,170,0
258,2011-10-14,227,0
259,2011-10-15,258,0
260,2011-10-16,272,0
261,2011-10-17,180,0
262,2011-10-18,183,0
263,2011-10-19,193,0
264,2011-10-20,172,0
265,2011-10-21,211,0
266,2011-10-22,265,0
267,2011-10-23,264,0
268,2011-10-24,130,0
269,2011-10-25,179,0
270,2011-10-26,182,0
271,2011-10-27,181,0
272,2011-10-28,163,0
273,2011-10-29,201,0
274,2011-10-30,226,0
275,2011-10-31,121,0
276,2011-11-01,125,0
277,2011-11-02,118,0
278,2011-11-03,151,0
279,2011-11-04,197,0
280,2011-11-05,226,0
281,2011-11-06,238,0
282,2011-11-07,170,0
283,2011-11-08,137,0
284,2011-11-09,168,0
285,2011-11-10,212,0
286,2011-11-11,204,0
287,2011-11-12,245,0
288,2011-11-13,228,0
289,2011-11-14,176,0
290,2011-11-15,155,0
291,2011-11-16,165,0
292,2011-11-17,178,0
293,2011-11-18,201,0
294,2011-11-19,268,0
295,2011-11-20,238,0
296,2011-11-21,163,0
297,2011-11-22,186,0
298,2011-11-23,200,0
299,2011-11-24,82,0
300,2011-11-25,285,0
301,2011-11-26,237,0
302,2011-11-27,236,0
303,2011-11-28,172,0
304,2011-11-29,179,0
305,2011-11-30,161,0
306,2011-12-01,184,0
307,2011-12-02,215,0
308,2011-12-03,307,0
309,2011-12-04,240,0
310,2011-12-05,179,0
311,2011-12-06,202,0
312,2011-12-07,193,0
313,2011-12-08,191,0
314,2011-12-09,233,0
315,2011-12-10,296,0
316,2011-12-11,281,0
317,2011-12-12,269,0
318,2011-12-13,235,0
319,2011-12-14,234,0
320,2011-12-15,336,0
321,2011-12-16,278,0
322,2011-12-17,275,0
323,2011-12-18,259,0
324,2011-12-19,247,0
325,2011-12-20,268,0
326,2011-12-21,302,0
327,2011-12-22,346,0
328,2011-12-23,491,0
329,2011-12-24,289,0
330,2011-12-25,0,0
331,2011-12-26,137,0
332,2011-12-27,197,0
333,2011-12-28,166,0
334,2011-12-29,168,0
335,2011-12-30,207,0
336,2011-12-31,316,0
337,2012-01-01,221,0
338,2012-01-02,260,0
339,2012-01-03,209,0
340,2012-01-04,213,0
341,2012-01-05,163,0
342,2012-01-06,235,0
343,2012-01-07,249,0
344,2012-01-08,242,0
345,2012-01-09,168,0
346,2012-01-10,196,0
347,2012-01-11,218,0
348,2012-01-12,201,0
349,2012-01-13,291,0
350,2012-01-14,299,0
351,2012-01-15,251,0
352,2012-01-16,208,0
353,2012-01-17,170,0
354,2012-01-18,187,0
355,2012-01-19,183,0
356,2012-01-20,203,0
357,2012-01-21,307,0
358,2012-01-22,251,0
359,2012-01-23,152,0
360,2012-01-24,189,0
361,2012-01-25,215,0
362,2012-01-26,233,0
363,2012-01-27,292,0
364,2012-01-28,352,0
365,2012-01-29,261,0
366,2012-01-30,181,0
367,2012-01-31,206,0
368,2012-02-01,217,0
369,2012-02-02,227,0
370,2012-02-03,292,0
371,2012-02-04,341,0
372,2012-02-05,315,0
373,2012-02-06,224,0
374,2012-02-07,200,0
375,2012-02-08,215,0
376,2012-02-09,217,0
377,2012-02-10,304,0
378,2012-02-11,462,0
379,2012-02-12,388,0
380,2012-02-13,478,0
381,2012-02-14,347,0
382,2012-02-15,210,0
383,2012-02-16,198,0
384,2012-02-17,218,0
385,2012-02-18,271,0
386,2012-02-19,271,0
387,2012-02-20,183,0
388,2012-02-21,158,0
389,2012-02-22,172,0
390,2012-02-23,176,0
391,2012-02-24,226,0
392,2012-02-25,375,0
393,2012-02-26,281,0
394,2012-02-27,186,0
395,2012-02-28,207,0
396,2012-02-29,207,0
397,2012-03-01,250,0
398,2012-03-02,334,0
399,2012-03-03,325,0
400,2012-03-04,302,0
401,2012-03-05,203,0
402,2012-03-06,215,0
403,2012-03-07,200,0
404,2012-03-08,195,0
405,2012-03-09,261,0
406,2012-03-10,325,0
407,2012-03-11,279,0
408,2012-03-12,206,0
409,2012-03-13,248,0
410,2012-03-14,180,0
411,2012-03-15,216,0
412,2012-03-16,376,0
413,2012-03-17,436,0
414,2012-03-18,365,0
415,2012-03-19,252,0
416,2012-03-20,203,0
417,2012-03-21,197,0
418,2012-03-22,277,0
419,2012-03-23,321,0
420,2012-03-24,399,0
421,2012-03-25,357,0
422,2012-03-26,229,0
423,2012-03-27,249,0
424,2012-03-28,231,0
425,2012-03-29,201,0
426,2012-03-30,383,0
427,2012-03-31,409,0
428,2012-04-01,415,0
429,2012-04-02,295,0
430,2012-04-03,359,0
431,2012-04-04,425,0
432,2012-04-05,410,0
433,2012-04-06,537,0
434,2012-04-07,670,0
435,2012-04-08,316,0
436,2012-04-09,266,0
437,2012-04-10,254,0
438,2012-04-11,204,0
439,2012-04-12,225,0
440,2012-04-13,254,0
441,2012-04-14,319,0
442,2012-04-15,231,0
443,2012-04-16,218,0
444,2012-04-17,191,0
445,2012-04-18,263,0
446,2012-04-19,187,0
447,2012-04-20,206,0
448,2012-04-21,300,0
449,2012-04-22,243,0
450,2012-04-23,165,0
451,2012-04-24,206,0
452,2012-04-25,224,0
453,2012-04-26,213,0
454,2012-04-27,278,0
455,2012-04-28,284,0
456,2012-04-29,282,0
457,2012-04-30,218,0
458,2012-05-01,232,0
459,2012-05-02,240,0
460,2012-05-03,218,0
461,2012-05-04,285,0
462,2012-05-05,273,0
463,2012-05-06,323,0
464,2012-05-07,209,0
465,2012-05-08,192,0
466,2012-05-09,206,0
467,2012-05-10,255,0
468,2012-05-11,296,0
469,2012-05-12,420,0
470,2012-05-13,368,0
471,2012-05-14,241,0
472,2012-05-15,222,0
473,2012-05-16,215,0
474,2012-05-17,252,0
475,2012-05-18,314,0
476,2012-05-19,346,0
477,2012-05-20,293,0
478,2012-05-21,211,0
479,2012-05-22,186,0
480,2012-05-23,268,0
481,2012-05-24,235,0
482,2012-05-25,314,0
483,2012-05-26,443,0
484,2012-05-27,373,0
485,2012-05-28,324,0
486,2012-05-29,269,0
487,2012-05-30,254,0
488,2012-05-31,309,0
489,2012-06-01,330,0
490,2012-06-02,394,0
491,2012-06-03,272,0
492,2012-06-04,205,0
493,2012-06-05,215,0
494,2012-06-06,199,0
495,2012-06-07,234,0
496,2012-06-08,223,0
497,2012-06-09,350,0
498,2012-06-10,291,0
499,2012-06-11,228,0
500,2012-06-12,252,0
501,2012-06-13,261,0
502,2012-06-14,291,0
503,2012-06-15,320,0
504,2012-06-16,361,0
505,2012-06-17,313,0
506,2012-06-18,223,0
507,2012-06-19,235,0
508,2012-06-20,232,0
509,2012-06-21,215,0
510,2012-06-22,264,0
511,2012-06-23,436,0
512,2012-06-24,401,0
513,2012-06-25,291,0
514,2012-06-26,223,0
515,2012-06-27,224,0
516,2012-06-28,225,0
517,2012-06-29,308,0
518,2012-06-30,357,0
519,2012-07-01,373,0
520,2012-07-02,293,0
521,2012-07-03,331,0
522,2012-07-04,252,0
523,2012-07-05,260,0
524,2012-07-06,281,0
525,2012-07-07,346,0
526,2012-07-08,330,0
527,2012-07-09,255,0
528,2012-07-10,241,0
529,2012-07-11,221,0
530,2012-07-12,252,0
531,2012-07-13,368,0
532,2012-07-14,405,0
533,2012-07-15,353,0
534,2012-07-16,295,0
535,2012-07-17,323,0
536,2012-07-18,304,0
537,2012-07-19,293,0
538,2012-07-20,363,0
539,2012-07-21,448,0
540,2012-07-22,345,0
541,2012-07-23,321,0
542,2012-07-24,348,0
543,2012-07-25,284,0
544,2012-07-26,301,0
545,2012-07-27,313,0
546,2012-07-28,326,0
547,2012-07-29,300,0
548,2012-07-30,264,0
549,2012-07-31,352,0
550,2012-08-01,404,0
551,2012-08-02,385,0
552,2012-08-03,345,0
553,2012-08-04,489,0
554,2012-08-05,454,0
555,2012-08-06,276,0
556,2012-08-07,243,0
557,2012-08-08,307,0
558,2012-08-09,306,0
559,2012-08-10,348,0
560,2012-08-11,439,0
561,2012-08-12,363,0
562,2012-08-13,273,0
563,2012-08-14,384,0
564,2012-08-15,297,0
565,2012-08-16,253,0
566,2012-08-17,296,0
567,2012-08-18,452,0
568,2012-08-19,358,0
569,2012-08-20,286,0
570,2012-08-21,268,0
571,2012-08-22,271,0
572,2012-08-23,262,0
573,2012-08-24,280,0
574,2012-08-25,436,0
575,2012-08-26,273,0
576,2012-08-27,178,0
577,2012-08-28,224,0
578,2012-08-29,278,0
579,2012-08-30,310,0
580,2012-08-31,369,0
581,2012-09-01,515,0
582,2012-09-02,327,0
583,2012-09-03,359,0
584,2012-09-04,278,0
585,2012-09-05,279,0
586,2012-09-06,254,0
587,2012-09-07,333,0
588,2012-09-08,383,0
589,2012-09-09,368,0
590,2012-09-10,298,0
591,2012-09-11,231,0
592,2012-09-12,220,0
593,2012-09-13,290,0
594,2012-09-14,392,0
595,2012-09-15,423,0
596,2012-09-16,337,0
597,2012-09-17,264,0
598,2012-09-18,284,0
599,2012-09-19,280,0
600,2012-09-20,259,0
601,2012-09-21,336,0
602,2012-09-22,465,0
603,2012-09-23,351,0
604,2012-09-24,239,0
605,2012-09-25,228,0
606,2012-09-26,265,0
607,2012-09-27,259,0
608,2012-09-28,284,0
609,2012-09-29,388,0
610,2012-09-30,301,0
611,2012-10-01,242,0
612,2012-10-02,222,0
613,2012-10-03,238,0
614,2012-10-04,220,0
615,2012-10-05,216,0
616,2012-10-06,360,0
617,2012-10-07,369,0
618,2012-10-08,278,0
619,2012-10-09,265,0
620,2012-10-10,222,0
621,2012-10-11,245,0
622,2012-10-12,275,0
623,2012-10-13,348,0
624,2012-10-14,298,0
625,2012-10-15,256,0
626,2012-10-16,219,0
627,2012-10-17,235,0
628,2012-10-18,230,0
629,2012-10-19,181,0
630,2012-10-20,331,0
631,2012-10-21,292,0
632,2012-10-22,221,0
633,2012-10-23,224,0
634,2012-10-24,224,0
635,2012-10-25,218,0
636,2012-10-26,272,0
637,2012-10-27,354,0
638,2012-10-28,231,0
639,2012-10-29,215,0
640,2012-10-30,250,0
641,2012-10-31,252,0
642,2012-11-01,217,0
643,2012-11-02,192,0
644,2012-11-03,237,0
645,2012-11-04,260,0
646,2012-11-05,222,0
647,2012-11-06,178,0
648,2012-11-07,211,0
649,2012-11-08,189,0
650,2012-11-09,276,0
651,2012-11-10,338,0
652,2012-11-11,229,0
653,2012-11-12,219,0
654,2012-11-13,190,0
655,2012-11-14,203,0
656,2012-11-15,224,0
657,2012-11-16,302,0
658,2012-11-17,292,0
659,2012-11-18,283,0
660,2012-11-19,218,0
661,2012-11-20,257,0
662,2012-11-21,239,0
663,2012-11-22,109,0
664,2012-11-23,254,0
665,2012-11-24,220,0
666,2012-11-25,206,0
667,2012-11-26,181,0
668,2012-11-27,209,0
669,2012-11-28,190,0
670,2012-11-29,159,0
671,2012-11-30,223,0
672,2012-12-01,396,0
673,2012-12-02,294,0
674,2012-12-03,234,0
675,2012-12-04,238,0
676,2012-12-05,204,0
677,2012-12-06,252,0
678,2012-12-07,290,0
679,2012-12-08,393,0
680,2012-12-09,321,0
681,2012-12-10,199,0
682,2012-12-11,218,0
683,2012-12-12,228,0
684,2012-12-13,250,0
685,2012-12-14,283,0
686,2012-12-15,404,0
687,2012-12-16,296,0
688,2012-12-17,271,0
689,2012-12-18,337,0
690,2012-12-19,281,0
691,2012-12-20,381,0
692,2012-12-21,457,0
693,2012-12-22,409,0
694,2012-12-23,483,0
695,2012-12-24,439,0
696,2012-12-25,0,0
697,2012-12-26,166,0
698,2012-12-27,232,0
699,2012-12-28,206,0
700,2012-12-29,267,0
701,2012-12-30,293,0
702,2012-12-31,241,0
703,2013-01-01,183,0
704,2013-01-02,278,0
705,2013-01-03,224,0
706,2013-01-04,278,0
707,2013-01-05,328,0
708,2013-01-06,273,0
709,2013-01-07,302,0
710,2013-01-08,248,0
711,2013-01-09,221,0
712,2013-01-10,268,0
713,2013-01-11,295,0
714,2013-01-12,403,0
715,2013-01-13,300,0
716,2013-01-14,220,0
717,2013-01-15,233,0
718,2013-01-16,180,0
719,2013-01-17,246,0
720,2013-01-18,267,0
721,2013-01-19,338,0
722,2013-01-20,273,0
723,2013-01-21,189,0
724,2013-01-22,237,0
725,2013-01-23,246,0
726,2013-01-24,282,0
727,2013-01-25,296,0
728,2013-01-26,359,0
729,2013-01-27,313,0
730,2013-01-28,205,0
731,2013-01-29,245,0
732,2013-01-30,202,0
733,2013-01-31,259,0
734,2013-02-01,345,0
735,2013-02-02,411,0
736,2013-02-03,225,0
737,2013-02-04,201,0
738,2013-02-05,247,0
739,2013-02-06,248,0
740,2013-02-07,338,0
741,2013-02-08,406,0
742,2013-02-09,478,0
743,2013-02-10,380,0
744,2013-02-11,323,0
745,2013-02-12,279,0
746,2013-02-13,507,0
747,2013-02-14,354,0
748,2013-02-15,326,0
749,2013-02-16,293,0
750,2013-02-17,288,0
751,2013-02-18,250,0
752,2013-02-19,191,0
753,2013-02-20,273,0
754,2013-02-21,310,0
755,2013-02-22,313,0
756,2013-02-23,341,0
757,2013-02-24,293,0
758,2013-02-25,192,0
759,2013-02-26,202,0
760,2013-02-27,197,0
761,2013-02-28,210,0
762,2013-03-01,260,0
763,2013-03-02,336,0
764,2013-03-03,326,0
765,2013-03-04,193,0
766,2013-03-05,243,0
767,2013-03-06,262,0
768,2013-03-07,228,0
769,2013-03-08,331,0
770,2013-03-09,443,0
771,2013-03-10,310,0
772,2013-03-11,242,0
773,2013-03-12,191,0
774,2013-03-13,250,0
775,2013-03-14,256,0
776,2013-03-15,402,0
777,2013-03-16,441,0
778,2013-03-17,308,0
779,2013-03-18,173,0
780,2013-03-19,235,0
781,2013-03-20,216,0
782,2013-03-21,251,0
783,2013-03-22,371,0
784,2013-03-23,396,0
785,2013-03-24,375,0
786,2013-03-25,330,0
787,2013-03-26,281,0
788,2013-03-27,302,0
789,2013-03-28,394,0
790,2013-03-29,398,0
791,2013-03-30,615,0
792,2013-03-31,349,0
793,2013-04-01,199,0
794,2013-04-02,217,0
795,2013-04-03,181,0
796,2013-04-04,246,0
797,2013-04-05,320,0
798,2013-04-06,340,0
799,2013-04-07,273,0
800,2013-04-08,190,0
801,2013-04-09,210,0
802,2013-04-10,250,0
803,2013-04-11,294,0
804,2013-04-12,285,0
805,2013-04-13,327,0
806,2013-04-14,310,0
807,2013-04-15,205,0
808,2013-04-16,208,0
809,2013-04-17,216,0
810,2013-04-18,205,0
811,2013-04-19,279,0
812,2013-04-20,332,0
813,2013-04-21,271,0
814,2013-04-22,199,0
815,2013-04-23,200,0
816,2013-04-24,220,0
817,2013-04-25,256,0
818,2013-04-26,322,0
819,2013-04-27,326,0
820,2013-04-28,258,0
821,2013-04-29,152,0
822,2013-04-30,233,0
823,2013-05-01,217,0
824,2013-05-02,208,0
825,2013-05-03,310,0
826,2013-05-04,380,0
827,2013-05-05,307,0
828,2013-05-06,291,0
829,2013-05-07,272,0
830,2013-05-08,271,0
831,2013-05-09,318,0
832,2013-05-10,377,0
833,2013-05-11,464,0
834,2013-05-12,318,0
835,2013-05-13,221,0
836,2013-05-14,273,0
837,2013-05-15,234,0
838,2013-05-16,345,0
839,2013-05-17,368,0
840,2013-05-18,367,0
841,2013-05-19,336,0
842,2013-05-20,236,0
843,2013-05-21,317,0
844,2013-05-22,298,0
845,2013-05-23,374,0
846,2013-05-24,474,0
847,2013-05-25,439,0
848,2013-05-26,385,0
849,2013-05-27,319,0
850,2013-05-28,329,0
851,2013-05-29,354,0
852,2013-05-30,301,0
853,2013-05-31,451,0
854,2013-06-01,431,0
855,2013-06-02,371,0
856,2013-06-03,344,0
857,2013-06-04,286,0
858,2013-06-05,351,0
859,2013-06-06,295,0
860,2013-06-07,396,0
861,2013-06-08,473,0
862,2013-06-09,365,0
863,2013-06-10,380,0
864,2013-06-11,288,0
865,2013-06-12,305,0
866,2013-06-13,335,0
867,2013-06-14,429,0
868,2013-06-15,445,0
869,2013-06-16,330,0
870,2013-06-17,279,0
871,2013-06-18,279,0
872,2013-06-19,287,0
873,2013-06-20,343,0
874,2013-06-21,359,0
875,2013-06-22,450,0
876,2013-06-23,430,0
877,2013-06-24,353,0
878,2013-06-25,297,0
879,2013-06-26,318,0
880,2013-06-27,270,0
881,2013-06-28,318,0
882,2013-06-29,404,0
883,2013-06-30,400,0
884,2013-07-01,320,0
885,2013-07-02,362,0
886,2013-07-03,398,0
887,2013-07-04,354,0
888,2013-07-05,495,0
889,2013-07-06,490,0
890,2013-07-07,415,0
891,2013-07-08,350,0
892,2013-07-09,367,0
893,2013-07-10,311,0
894,2013-07-11,344,0
895,2013-07-12,437,0
896,2013-07-13,465,0
897,2013-07-14,426,0
898,2013-07-15,311,0
899,2013-07-16,314,0
900,2013-07-17,359,0
901,2013-07-18,323,0
902,2013-07-19,421,0
903,2013-07-20,484,0
904,2013-07-21,444,0
905,2013-07-22,353,0
906,2013-07-23,341,0
907,2013-07-24,422,0
908,2013-07-25,346,0
909,2013-07-26,433,0
910,2013-07-27,463,0
911,2013-07-28,432,0
912,2013-07-29,387,0
913,2013-07-30,408,0
914,2013-07-31,385,0
915,2013-08-01,371,0
916,2013-08-02,549,0
917,2013-08-03,600,0
918,2013-08-04,413,0
919,2013-08-05,366,0
920,2013-08-06,374,0
921,2013-08-07,300,0
922,2013-08-08,392,0
923,2013-08-09,365,0
924,2013-08-10,456,0
925,2013-08-11,362,0
926,2013-08-12,311,0
927,2013-08-13,284,0
928,2013-08-14,332,0
929,2013-08-15,304,0
930,2013-08-16,401,0
931,2013-08-17,470,0
932,2013-08-18,366,0
933,2013-08-19,306,0
934,2013-08-20,338,0
935,2013-08-21,371,0
936,2013-08-22,326,0
937,2013-08-23,411,0
938,2013-08-24,473,0
939,2013-08-25,465,0
940,2013-08-26,347,0
941,2013-08-27,345,0
942,2013-08-28,326,0
943,2013-08-29,335,0
944,2013-08-30,410,0
945,2013-08-31,509,0
946,2013-09-01,390,0
947,2013-09-02,346,0
948,2013-09-03,282,0
949,2013-09-04,241,0
950,2013-09-05,288,0
951,2013-09-06,350,0
952,2013-09-07,420,0
953,2013-09-08,415,0
954,2013-09-09,337,0
955,2013-09-10,298,0
956,2013-09-11,259,0
957,2013-09-12,262,0
958,2013-09-13,380,0
959,2013-09-14,451,0
960,2013-09-15,275,0
961,2013-09-16,307,0
962,2013-09-17,246,0
963,2013-09-18,265,0
964,2013-09-19,244,0
965,2013-09-20,375,0
966,2013-09-21,417,0
967,2013-09-22,357,0
968,2013-09-23,240,0
969,2013-09-24,312,0
970,2013-09-25,215,0
971,2013-09-26,270,0
972,2013-09-27,289,0
973,2013-09-28,384,0
974,2013-09-29,305,0
975,2013-09-30,260,0
976,2013-10-01,292,0
977,2013-10-02,262,0
978,2013-10-03,263,0
979,2013-10-04,326,0
980,2013-10-05,322,0
981,2013-10-06,282,0
982,2013-10-07,266,0
983,2013-10-08,267,0
984,2013-10-09,291,0
985,2013-10-10,268,0
986,2013-10-11,402,0
987,2013-10-12,476,0
988,2013-10-13,402,0
989,2013-10-14,289,0
990,2013-10-15,254,0
991,2013-10-16,346,0
992,2013-10-17,236,0
993,2013-10-18,322,0
994,2013-10-19,370,0
995,2013-10-20,291,0
996,2013-10-21,231,0
997,2013-10-22,247,0
998,2013-10-23,175,0
999,2013-10-24,243,0
1000,2013-10-25,331,0
1001,2013-10-26,341,0
1002,2013-10-27,335,0
1003,2013-10-28,264,0
1004,2013-10-29,289,0
1005,2013-10-30,366,0
1006,2013-10-31,293,0
1007,2013-11-01,223,0
1008,2013-11-02,267,0
1009,2013-11-03,272,0
1010,2013-11-04,159,0
1011,2013-11-05,200,0
1012,2013-11-06,167,0
1013,2013-11-07,197,0
1014,2013-11-08,256,0
1015,2013-11-09,288,0
1016,2013-11-10,271,0
1017,2013-11-11,220,0
1018,2013-11-12,194,0
1019,2013-11-13,177,0
1020,2013-11-14,231,0
1021,2013-11-15,243,0
1022,2013-11-16,349,0
1023,2013-11-17,233,0
1024,2013-11-18,209,0
1025,2013-11-19,325,0
1026,2013-11-20,185,0
1027,2013-11-21,240,0
1028,2013-11-22,274,0
1029,2013-11-23,355,0
1030,2013-11-24,300,0
1031,2013-11-25,250,0
1032,2013-11-26,291,0
1033,2013-11-27,306,0
1034,2013-11-28,161,0
1035,2013-11-29,233,0
1036,2013-11-30,232,0
1037,2013-12-01,258,0
1038,2013-12-02,218,0
1039,2013-12-03,245,0
1040,2013-12-04,251,0
1041,2013-12-05,261,0
1042,2013-12-06,375,0
1043,2013-12-07,413,0
1044,2013-12-08,387,0
1045,2013-12-09,295,0
1046,2013-12-10,317,0
1047,2013-12-11,316,0
1048,2013-12-12,307,0
1049,2013-12-13,422,0
1050,2013-12-14,443,0
1051,2013-12-15,342,0
1052,2013-12-16,306,0
1053,2013-12-17,361,0
1054,2013-12-18,436,0
1055,2013-12-19,471,0
1056,2013-12-20,465,0
1057,2013-12-21,625,0
1058,2013-12-22,571,0
1059,2013-12-23,535,0
1060,2013-12-24,486,0
1061,2013-12-25,0,0
1062,2013-12-26,179,0
1063,2013-12-27,247,0
1064,2013-12-28,303,0
1065,2013-12-29,344,0
1066,2013-12-30,303,0
1067,2013-12-31,333,0
1068,2014-01-01,191,0
